
time,ax,ay,az,wx,wy,wz,
0.723,-0.82,0.18,1.08,-0.47,0.10,-0.28,
0.723,-0.82,0.18,1.08,-0.43,0.09,-0.28,
0.725,-0.82,0.18,1.08,-0.40,0.09,-0.27,
0.728,-0.79,0.20,0.93,-0.40,0.09,-0.27,
0.728,-0.79,0.20,0.93,-0.37,0.10,-0.26,
0.73,-0.79,0.20,0.93,-0.34,0.10,-0.25,
0.733,-0.74,0.32,0.68,-0.34,0.10,-0.25,
0.733,-0.74,0.32,0.68,-0.32,0.11,-0.24,
0.735,-0.74,0.32,0.68,-0.30,0.12,-0.24,
0.739,-0.70,0.37,0.46,-0.30,0.12,-0.24,
0.742,-0.70,0.37,0.46,-0.29,0.14,-0.23,
0.742,-0.70,0.37,0.46,-0.29,0.15,-0.23,
0.743,-0.65,0.43,0.22,-0.29,0.15,-0.23,
0.744,-0.65,0.43,0.22,-0.28,0.16,-0.22,
0.745,-0.65,0.43,0.22,-0.29,0.17,-0.22,
0.748,-0.67,0.46,-0.05,-0.29,0.17,-0.22,
0.749,-0.67,0.46,-0.05,-0.30,0.18,-0.22,
0.751,-0.67,0.46,-0.05,-0.31,0.18,-0.22,
0.753,-0.65,0.50,-0.40,-0.31,0.18,-0.22,
0.753,-0.65,0.50,-0.40,-0.32,0.18,-0.22,
0.757,-0.65,0.50,-0.40,-0.35,0.18,-0.22,
0.758,-0.65,0.50,-0.40,-0.37,0.18,-0.22,
0.758,-0.70,0.56,-0.61,-0.37,0.18,-0.22,
0.762,-0.70,0.56,-0.61,-0.40,0.17,-0.21,
0.762,-0.73,0.64,-0.77,-0.40,0.17,-0.21,
0.763,-0.73,0.64,-0.77,-0.43,0.17,-0.21,
0.765,-0.73,0.64,-0.77,-0.46,0.17,-0.21,
0.767,-0.73,0.64,-0.87,-0.46,0.17,-0.21,
0.768,-0.73,0.64,-0.87,-0.50,0.16,-0.21,
0.772,-0.73,0.64,-0.87,-0.54,0.16,-0.21,
0.774,-0.73,0.65,-0.92,-0.54,0.16,-0.21,
0.775,-0.73,0.65,-0.92,-0.58,0.16,-0.21,
0.775,-0.73,0.65,-0.92,-0.61,0.16,-0.21,
0.778,-0.71,0.69,-0.94,-0.61,0.16,-0.21,
0.779,-0.71,0.69,-0.94,-0.65,0.16,-0.20,
0.78,-0.71,0.69,-0.94,-0.69,0.16,-0.20,
0.782,-0.71,0.69,-0.94,-0.73,0.16,-0.20,
0.783,-0.73,0.61,-0.94,-0.73,0.16,-0.20,
0.788,-0.73,0.61,-0.94,-0.76,0.16,-0.19,
0.789,-0.68,0.61,-0.91,-0.76,0.16,-0.19,
0.789,-0.68,0.61,-0.91,-0.80,0.17,-0.18,
0.79,-0.68,0.61,-0.91,-0.84,0.17,-0.18,
0.793,-0.64,0.60,-0.80,-0.84,0.17,-0.18,
0.794,-0.64,0.60,-0.80,-0.87,0.17,-0.18,
0.795,-0.64,0.60,-0.80,-0.89,0.17,-0.17,
0.797,-0.69,0.59,-0.67,-0.89,0.17,-0.17,
0.798,-0.69,0.59,-0.67,-0.91,0.17,-0.17,
0.8,-0.69,0.59,-0.67,-0.94,0.18,-0.16,
0.805,-0.70,0.57,-0.55,-0.94,0.18,-0.16,
0.806,-0.70,0.57,-0.55,-0.95,0.18,-0.16,
0.806,-0.70,0.57,-0.55,-0.97,0.17,-0.15,
0.808,-0.70,0.57,-0.55,-0.98,0.18,-0.14,
0.808,-0.71,0.57,-0.46,-0.98,0.18,-0.14,
0.811,-0.71,0.57,-0.46,-0.99,0.18,-0.13,
0.812,-0.74,0.55,-0.33,-0.99,0.18,-0.13,
0.817,-0.74,0.55,-0.33,-0.99,0.18,-0.13,
0.817,-0.74,0.55,-0.33,-0.99,0.18,-0.12,
0.818,-0.76,0.55,-0.19,-0.99,0.18,-0.12,
0.818,-0.76,0.55,-0.19,-0.98,0.19,-0.11,
0.84,-0.77,0.57,-0.06,-0.98,0.19,-0.11,
0.84,-0.77,0.57,-0.06,-0.98,0.19,-0.10,
0.841,-0.77,0.57,-0.06,-0.97,0.19,-0.10,
0.841,-0.77,0.57,-0.06,-0.96,0.19,-0.09,
0.841,-0.75,0.60,0.08,-0.96,0.19,-0.09,
0.842,-0.75,0.60,0.08,-0.94,0.20,-0.09,
0.842,-0.75,0.60,0.08,-0.93,0.20,-0.08,
0.843,-0.75,0.60,0.08,-0.91,0.20,-0.07,
0.843,-0.78,0.58,0.17,-0.91,0.20,-0.07,
0.844,-0.78,0.58,0.17,-0.89,0.21,-0.07,
0.844,-0.78,0.58,0.17,-0.87,0.21,-0.06,
0.845,-0.83,0.55,0.30,-0.87,0.21,-0.06,
0.845,-0.83,0.55,0.30,-0.84,0.21,-0.06,
0.846,-0.83,0.55,0.30,-0.82,0.21,-0.06,
0.846,-0.87,0.45,0.35,-0.82,0.21,-0.06,
0.847,-0.87,0.45,0.35,-0.80,0.21,-0.06,
0.847,-0.91,0.33,0.31,-0.80,0.21,-0.06,
0.847,-0.91,0.33,0.31,-0.78,0.20,-0.06,
0.85,-0.91,0.33,0.31,-0.77,0.20,-0.05,
0.853,-0.91,0.33,0.31,-0.75,0.19,-0.05,
0.854,-0.92,0.26,0.31,-0.75,0.19,-0.05,
0.855,-0.92,0.26,0.31,-0.74,0.18,-0.05,
0.859,-0.98,0.22,0.23,-0.74,0.18,-0.05,
0.86,-0.98,0.22,0.23,-0.72,0.17,-0.05,
0.86,-0.98,0.22,0.23,-0.71,0.17,-0.05,
0.863,-0.98,0.22,0.23,-0.70,0.16,-0.05,
0.863,-1.00,0.16,0.18,-0.70,0.16,-0.05,
0.865,-1.00,0.16,0.18,-0.69,0.15,-0.05,
0.867,-1.03,0.15,0.15,-0.69,0.15,-0.05,
0.867,-1.03,0.15,0.15,-0.68,0.14,-0.05,
0.869,-1.03,0.15,0.15,-0.67,0.13,-0.06,
0.875,-1.05,0.17,0.16,-0.67,0.13,-0.06,
0.876,-1.05,0.17,0.16,-0.66,0.11,-0.06,
0.877,-1.05,0.17,0.16,-0.65,0.10,-0.06,
0.877,-1.05,0.17,0.16,-0.64,0.10,-0.06,
0.877,-1.03,0.19,0.11,-0.64,0.10,-0.06,
0.88,-1.03,0.19,0.11,-0.63,0.08,-0.07,
0.882,-1.02,0.26,0.19,-0.63,0.08,-0.07,
0.882,-1.02,0.26,0.19,-0.62,0.07,-0.07,
0.885,-1.02,0.26,0.19,-0.61,0.06,-0.08,
0.888,-1.02,0.26,0.19,-0.60,0.04,-0.08,
0.888,-0.98,0.32,0.28,-0.60,0.04,-0.08,
0.889,-0.98,0.32,0.28,-0.59,0.03,-0.09,
0.892,-0.99,0.44,0.34,-0.59,0.03,-0.09,
0.893,-0.99,0.44,0.34,-0.57,0.02,-0.10,
0.894,-0.99,0.44,0.34,-0.55,0.01,-0.10,
0.897,-0.96,0.47,0.43,-0.55,0.01,-0.10,
0.898,-0.96,0.47,0.43,-0.54,-0.00,-0.11,
0.899,-0.96,0.47,0.43,-0.53,-0.02,-0.12,
0.902,-0.94,0.53,0.50,-0.53,-0.02,-0.12,
0.902,-0.94,0.53,0.50,-0.51,-0.03,-0.12,
0.905,-0.94,0.53,0.50,-0.49,-0.05,-0.13,
0.908,-0.93,0.56,0.50,-0.49,-0.05,-0.13,
0.909,-0.93,0.56,0.50,-0.48,-0.06,-0.14,
0.91,-0.93,0.56,0.50,-0.46,-0.08,-0.14,
0.912,-0.93,0.58,0.41,-0.46,-0.08,-0.14,
0.912,-0.93,0.58,0.41,-0.45,-0.09,-0.15,
0.914,-0.93,0.58,0.41,-0.43,-0.11,-0.14,
0.917,-0.90,0.64,0.39,-0.43,-0.11,-0.14,
0.917,-0.90,0.64,0.39,-0.42,-0.12,-0.15,
0.919,-0.90,0.64,0.39,-0.41,-0.14,-0.15,
0.923,-0.81,0.63,0.37,-0.41,-0.14,-0.15,
0.924,-0.81,0.63,0.37,-0.40,-0.16,-0.15,
0.925,-0.81,0.63,0.37,-0.39,-0.18,-0.15,
0.926,-0.64,0.62,0.35,-0.39,-0.18,-0.15,
0.927,-0.64,0.62,0.35,-0.38,-0.20,-0.14,
0.928,-0.64,0.62,0.35,-0.37,-0.21,-0.14,
0.933,-0.45,0.58,0.43,-0.37,-0.21,-0.14,
0.933,-0.45,0.58,0.43,-0.37,-0.23,-0.13,
0.933,-0.45,0.58,0.43,-0.37,-0.24,-0.12,
0.937,-0.45,0.58,0.43,-0.36,-0.24,-0.12,
0.937,-0.22,0.58,0.55,-0.36,-0.24,-0.12,
0.939,-0.22,0.58,0.55,-0.36,-0.24,-0.11,
0.944,0.04,0.61,0.64,-0.36,-0.24,-0.11,
0.944,0.04,0.61,0.64,-0.36,-0.24,-0.10,
0.944,0.04,0.61,0.64,-0.37,-0.23,-0.09,
0.947,0.30,0.71,0.73,-0.37,-0.23,-0.09,
0.947,0.30,0.71,0.73,-0.37,-0.21,-0.08,
0.95,0.30,0.71,0.73,-0.37,-0.19,-0.07,
0.951,0.58,0.88,0.72,-0.37,-0.19,-0.07,
0.951,0.58,0.88,0.72,-0.37,-0.17,-0.06,
0.955,0.58,0.88,0.72,-0.38,-0.14,-0.05,
0.958,0.58,0.88,0.72,-0.39,-0.11,-0.05,
0.958,0.86,1.04,0.66,-0.39,-0.11,-0.05,
0.959,0.86,1.04,0.66,-0.39,-0.08,-0.04,
0.962,0.86,1.04,0.66,-0.40,-0.04,-0.04,
0.962,1.05,1.17,0.68,-0.40,-0.04,-0.04,
0.964,1.05,1.17,0.68,-0.40,-0.01,-0.04,
0.966,1.17,1.28,0.69,-0.40,-0.01,-0.04,
0.966,1.17,1.28,0.69,-0.41,0.03,-0.04,
0.969,1.17,1.28,0.69,-0.42,0.07,-0.04,
0.975,1.17,1.28,0.69,-0.43,0.11,-0.04,
0.976,1.21,1.37,0.57,-0.43,0.11,-0.04,
0.976,1.21,1.37,0.57,-0.44,0.16,-0.04,
0.977,1.17,1.44,0.42,-0.44,0.16,-0.04,
0.978,1.17,1.44,0.42,-0.46,0.20,-0.05,
0.979,1.17,1.44,0.42,-0.47,0.22,-0.05,
0.982,1.05,1.55,0.15,-0.47,0.22,-0.05,
0.983,1.05,1.55,0.15,-0.48,0.25,-0.06,
0.984,1.05,1.55,0.15,-0.49,0.27,-0.07,
1.008,1.05,1.55,0.15,-0.51,0.28,-0.08,
1.009,0.92,1.62,-0.08,-0.51,0.28,-0.08,
1.009,0.92,1.62,-0.08,-0.52,0.29,-0.09,
1.01,0.71,1.68,-0.22,-0.52,0.29,-0.09,
1.01,0.71,1.68,-0.22,-0.53,0.29,-0.11,
1.011,0.71,1.68,-0.22,-0.54,0.28,-0.12,
1.011,0.52,1.67,-0.22,-0.54,0.28,-0.12,
1.011,0.52,1.67,-0.22,-0.55,0.26,-0.13,
1.012,0.52,1.67,-0.22,-0.56,0.24,-0.15,
1.012,0.52,1.67,-0.22,-0.56,0.22,-0.17,
1.012,0.30,1.65,-0.10,-0.56,0.22,-0.17,
1.013,0.30,1.65,-0.10,-0.57,0.20,-0.18,
1.013,0.30,1.65,-0.10,-0.57,0.17,-0.20,
1.014,0.07,1.51,0.15,-0.57,0.17,-0.20,
1.014,0.07,1.51,0.15,-0.57,0.14,-0.21,
1.014,-0.11,1.39,0.43,-0.57,0.14,-0.21,
1.015,-0.11,1.39,0.43,-0.57,0.11,-0.22,
1.015,-0.11,1.39,0.43,-0.57,0.08,-0.23,
1.018,-0.23,1.23,0.74,-0.57,0.08,-0.23,
1.019,-0.23,1.23,0.74,-0.56,0.05,-0.23,
1.019,-0.23,1.23,0.74,-0.55,0.02,-0.24,
1.023,-0.30,1.08,1.06,-0.55,0.02,-0.24,
1.024,-0.30,1.08,1.06,-0.54,-0.00,-0.24,
1.024,-0.30,1.08,1.06,-0.53,-0.03,-0.24,
1.026,-0.28,1.02,1.34,-0.53,-0.03,-0.24,
1.027,-0.28,1.02,1.34,-0.52,-0.05,-0.24,
1.028,-0.28,1.02,1.34,-0.50,-0.07,-0.24,
1.032,-0.24,0.94,1.59,-0.50,-0.07,-0.24,
1.032,-0.24,0.94,1.59,-0.49,-0.09,-0.23,
1.033,-0.24,0.94,1.59,-0.47,-0.11,-0.23,
1.036,-0.11,0.89,1.76,-0.47,-0.11,-0.23,
1.036,-0.11,0.89,1.76,-0.45,-0.12,-0.22,
1.04,-0.11,0.89,1.76,-0.43,-0.13,-0.22,
1.041,0.03,0.91,1.90,-0.43,-0.13,-0.22,
1.042,0.03,0.91,1.90,-0.41,-0.13,-0.22,
1.043,0.03,0.91,1.90,-0.39,-0.14,-0.21,
1.046,0.12,0.87,1.92,-0.39,-0.14,-0.21,
1.046,0.12,0.87,1.92,-0.37,-0.14,-0.20,
1.048,0.12,0.87,1.92,-0.36,-0.13,-0.19,
1.051,0.21,0.85,1.78,-0.36,-0.13,-0.19,
1.051,0.21,0.85,1.78,-0.35,-0.13,-0.18,
1.054,0.21,0.85,1.78,-0.33,-0.12,-0.18,
1.056,0.28,0.86,1.50,-0.33,-0.12,-0.18,
1.057,0.28,0.86,1.50,-0.33,-0.11,-0.17,
1.058,0.28,0.86,1.50,-0.32,-0.10,-0.16,
1.061,0.30,0.92,1.28,-0.32,-0.10,-0.16,
1.061,0.30,0.92,1.28,-0.32,-0.08,-0.15,
1.063,0.30,0.92,1.28,-0.32,-0.06,-0.14,
1.066,0.33,0.96,1.12,-0.32,-0.06,-0.14,
1.067,0.33,0.96,1.12,-0.32,-0.04,-0.14,
1.069,0.33,0.96,1.12,-0.32,-0.02,-0.12,
1.075,0.37,0.98,1.00,-0.32,-0.02,-0.12,
1.075,0.37,0.98,1.00,-0.32,0.01,-0.11,
1.075,0.37,0.98,1.00,-0.33,0.04,-0.11,
1.076,0.34,0.96,0.86,-0.33,0.04,-0.11,
1.076,0.34,0.96,0.86,-0.34,0.06,-0.10,
1.078,0.34,0.96,0.86,-0.34,0.08,-0.10,
1.081,0.34,0.96,0.86,-0.35,0.10,-0.10,
1.081,0.32,1.06,0.71,-0.35,0.10,-0.10,
1.083,0.32,1.06,0.71,-0.35,0.11,-0.09,
1.086,0.32,1.06,0.71,-0.36,0.12,-0.10,
1.088,0.24,1.20,0.66,-0.36,0.12,-0.10,
1.088,0.24,1.20,0.66,-0.35,0.12,-0.10,
1.091,0.18,1.34,0.85,-0.35,0.12,-0.10,
1.093,0.18,1.34,0.85,-0.35,0.12,-0.10,
1.093,0.18,1.34,0.85,-0.34,0.12,-0.11,
1.096,0.13,1.42,1.26,-0.34,0.12,-0.11,
1.096,0.13,1.42,1.26,-0.33,0.12,-0.12,
1.098,0.13,1.42,1.26,-0.32,0.12,-0.13,
1.101,0.13,1.46,1.64,-0.32,0.12,-0.13,
1.102,0.13,1.46,1.64,-0.30,0.12,-0.14,
1.105,0.13,1.46,1.64,-0.28,0.12,-0.16,
1.106,0.03,1.44,2.07,-0.28,0.12,-0.16,
1.106,0.03,1.44,2.07,-0.26,0.12,-0.17,
1.108,0.03,1.44,2.07,-0.23,0.12,-0.18,
1.112,0.05,1.25,2.48,-0.23,0.12,-0.18,
1.117,0.21,0.81,2.85,-0.23,0.12,-0.18,
1.118,0.21,0.81,2.85,-0.21,0.13,-0.20,
1.118,0.21,0.81,2.85,-0.18,0.14,-0.20,
1.118,0.21,0.81,2.85,-0.16,0.14,-0.21,
1.118,0.21,0.81,2.85,-0.14,0.14,-0.22,
1.133,0.21,0.81,2.85,-0.13,0.13,-0.22,
1.134,0.74,-0.02,2.89,-0.13,0.13,-0.22,
1.134,0.74,-0.02,2.89,-0.13,0.11,-0.22,
1.134,1.48,-1.21,1.94,-0.13,0.11,-0.22,
1.135,1.48,-1.21,1.94,-0.14,0.07,-0.21,
1.135,1.48,-1.21,1.94,-0.17,0.01,-0.20,
1.135,2.19,-2.39,0.23,-0.17,0.01,-0.20,
1.136,2.19,-2.39,0.23,-0.21,-0.07,-0.18,
1.136,2.19,-2.39,0.23,-0.26,-0.16,-0.15,
1.136,2.90,-3.01,-1.46,-0.26,-0.16,-0.15,
1.136,2.90,-3.01,-1.46,-0.32,-0.27,-0.12,
1.143,2.90,-3.01,-1.46,-0.38,-0.37,-0.08,
1.147,3.54,-3.01,-2.69,-0.38,-0.37,-0.08,
1.148,3.54,-3.01,-2.69,-0.45,-0.46,-0.04,
1.148,3.54,-3.01,-2.69,-0.50,-0.55,0.00,
1.149,4.15,-2.66,-3.33,-0.50,-0.55,0.00,
1.151,4.15,-2.66,-3.33,-0.55,-0.61,0.04,
1.151,4.72,-2.25,-2.78,-0.55,-0.61,0.04,
1.152,4.72,-2.25,-2.78,-0.59,-0.64,0.08,
1.183,4.72,-2.25,-2.78,-0.62,-0.64,0.11,
1.184,5.09,-2.11,-1.10,-0.62,-0.64,0.11,
1.184,5.09,-2.11,-1.10,-0.64,-0.58,0.15,
1.185,5.09,-2.11,-1.10,-0.64,-0.46,0.18,
1.186,5.09,-2.11,-1.10,-0.64,-0.29,0.21,
1.186,5.09,-2.11,-1.10,-0.62,-0.05,0.24,
1.187,5.21,-2.26,1.23,-0.62,-0.05,0.24,
1.188,5.21,-2.26,1.23,-0.60,0.24,0.27,
1.188,5.19,-2.38,3.10,-0.60,0.24,0.27,
1.189,5.19,-2.38,3.10,-0.56,0.57,0.29,
1.189,5.19,-2.38,3.10,-0.52,0.91,0.31,
1.19,5.19,-2.38,3.10,-0.47,1.24,0.31,
1.192,5.00,-2.27,3.79,-0.47,1.24,0.31,
1.193,5.00,-2.27,3.79,-0.41,1.56,0.30,
1.193,5.00,-2.27,3.79,-0.34,1.84,0.29,
1.193,4.55,-1.80,3.43,-0.34,1.84,0.29,
1.194,4.55,-1.80,3.43,-0.27,2.07,0.26,
1.194,3.70,-1.23,2.41,-0.27,2.07,0.26,
1.194,3.70,-1.23,2.41,-0.19,2.24,0.23,
1.195,3.70,-1.23,2.41,-0.10,2.34,0.20,
1.195,2.34,-0.82,1.26,-0.10,2.34,0.20,
1.195,2.34,-0.82,1.26,-0.01,2.36,0.15,
1.196,2.34,-0.82,1.26,0.08,2.29,0.11,
1.196,0.58,-0.64,0.63,0.08,2.29,0.11,
1.196,0.58,-0.64,0.63,0.18,2.17,0.07,
1.196,0.58,-0.64,0.63,0.28,2.01,0.04,
1.197,-1.23,-0.77,1.06,0.28,2.01,0.04,
1.197,-1.23,-0.77,1.06,0.38,1.81,0.00,
1.198,-1.23,-0.77,1.06,0.48,1.60,-0.02,
1.201,-2.82,-0.99,1.93,0.48,1.60,-0.02,
1.203,-2.82,-0.99,1.93,0.58,1.39,-0.04,
1.203,-2.82,-0.99,1.93,0.69,1.19,-0.05,
1.208,-2.82,-0.99,1.93,0.79,1.00,-0.06,
1.209,-3.96,-1.12,2.73,0.79,1.00,-0.06,
1.21,-3.96,-1.12,2.73,0.88,0.81,-0.06,
1.21,-4.77,-1.12,2.91,0.88,0.81,-0.06,
1.21,-4.77,-1.12,2.91,0.97,0.64,-0.07,
1.212,-4.77,-1.12,2.91,1.05,0.47,-0.08,
1.215,-5.14,-0.95,2.42,1.05,0.47,-0.08,
1.216,-5.14,-0.95,2.42,1.12,0.32,-0.08,
1.218,-5.14,-0.95,2.42,1.17,0.18,-0.08,
1.225,-5.14,-0.95,2.42,1.21,0.05,-0.09,
1.225,-5.14,-0.95,2.42,1.23,-0.08,-0.09,
1.226,-5.14,-0.64,1.39,1.23,-0.08,-0.09,
1.227,-5.04,-0.39,0.01,1.23,-0.08,-0.09,
1.228,-5.04,-0.39,0.01,1.24,-0.20,-0.11,
1.229,-5.04,-0.39,0.01,1.23,-0.32,-0.12,
1.23,-4.81,-0.24,-1.42,1.23,-0.32,-0.12,
1.231,-4.81,-0.24,-1.42,1.21,-0.42,-0.13,
1.232,-4.81,-0.24,-1.42,1.17,-0.53,-0.14,
1.236,-4.43,-0.28,-2.59,1.17,-0.53,-0.14,
1.236,-4.43,-0.28,-2.59,1.11,-0.62,-0.15,
1.24,-4.43,-0.28,-2.59,1.04,-0.69,-0.14,
1.242,-3.86,-0.50,-3.23,1.04,-0.69,-0.14,
1.242,-3.86,-0.50,-3.23,0.96,-0.74,-0.14,
1.243,-3.86,-0.50,-3.23,0.87,-0.78,-0.13,
1.246,-3.18,-0.85,-3.73,0.87,-0.78,-0.13,
1.246,-3.18,-0.85,-3.73,0.78,-0.81,-0.11,
1.248,-3.18,-0.85,-3.73,0.67,-0.82,-0.09,
1.251,-2.47,-1.23,-4.30,0.67,-0.82,-0.09,
1.251,-2.47,-1.23,-4.30,0.55,-0.82,-0.06,
1.253,-2.47,-1.23,-4.30,0.44,-0.83,-0.02,
1.258,-2.47,-1.23,-4.30,0.31,-0.83,0.02,
1.258,-1.67,-1.53,-5.13,0.31,-0.83,0.02,
1.258,-1.67,-1.53,-5.13,0.19,-0.83,0.06,
1.261,-0.78,-1.79,-5.69,0.19,-0.83,0.06,
1.261,-0.78,-1.79,-5.69,0.07,-0.83,0.11,
1.262,-0.78,-1.79,-5.69,-0.05,-0.83,0.17,
1.266,0.19,-2.02,-5.62,-0.05,-0.83,0.17,
1.266,0.19,-2.02,-5.62,-0.17,-0.82,0.22,
1.267,0.19,-2.02,-5.62,-0.28,-0.80,0.28,
1.271,0.19,-2.02,-5.62,-0.38,-0.77,0.33,
1.271,1.24,-2.07,-5.13,-0.38,-0.77,0.33,
1.273,1.24,-2.07,-5.13,-0.47,-0.72,0.38,
1.275,2.24,-2.00,-4.48,-0.47,-0.72,0.38,
1.275,2.24,-2.00,-4.48,-0.56,-0.67,0.43,
1.277,2.24,-2.00,-4.48,-0.62,-0.60,0.47,
1.28,3.13,-1.73,-3.67,-0.62,-0.60,0.47,
1.281,3.13,-1.73,-3.67,-0.68,-0.51,0.50,
1.282,3.13,-1.73,-3.67,-0.72,-0.41,0.52,
1.285,3.66,-1.28,-2.77,-0.72,-0.41,0.52,
1.285,3.66,-1.28,-2.77,-0.75,-0.30,0.54,
1.288,3.66,-1.28,-2.77,-0.77,-0.18,0.55,
1.29,3.81,-0.84,-1.76,-0.77,-0.18,0.55,
1.292,3.81,-0.84,-1.76,-0.77,-0.05,0.55,
1.295,3.81,-0.84,-1.76,-0.76,0.08,0.55,
1.296,3.57,-0.46,-0.83,-0.76,0.08,0.55,
1.297,3.57,-0.46,-0.83,-0.73,0.22,0.54,
1.298,3.57,-0.46,-0.83,-0.70,0.36,0.52,
1.3,3.11,-0.26,0.05,-0.70,0.36,0.52,
1.3,3.11,-0.26,0.05,-0.66,0.49,0.51,
1.302,3.11,-0.26,0.05,-0.61,0.61,0.48,
1.306,2.38,-0.21,0.56,-0.61,0.61,0.48,
1.306,2.38,-0.21,0.56,-0.56,0.70,0.45,
1.309,2.38,-0.21,0.56,-0.50,0.77,0.42,
1.309,2.38,-0.21,0.56,-0.45,0.81,0.38,
1.31,1.49,-0.17,0.69,-0.45,0.81,0.38,
1.314,1.49,-0.17,0.69,-0.39,0.81,0.35,
1.315,0.57,-0.18,0.46,-0.39,0.81,0.35,
1.317,0.57,-0.18,0.46,-0.33,0.78,0.31,
1.349,0.57,-0.18,0.46,-0.28,0.73,0.27,
1.35,-0.34,-0.19,0.13,-0.28,0.73,0.27,
1.351,-0.34,-0.19,0.13,-0.23,0.65,0.23,
1.352,-0.34,-0.19,0.13,-0.18,0.54,0.20,
1.353,-1.18,-0.25,-0.10,-0.18,0.54,0.20,
1.353,-1.18,-0.25,-0.10,-0.13,0.42,0.16,
1.354,-1.18,-0.25,-0.10,-0.09,0.28,0.12,
1.355,-1.87,-0.28,-0.23,-0.09,0.28,0.12,
1.356,-1.87,-0.28,-0.23,-0.06,0.15,0.09,
1.357,-1.87,-0.28,-0.23,-0.02,0.02,0.05,
1.357,-2.25,-0.32,-0.24,-0.02,0.02,0.05,
1.358,-2.25,-0.32,-0.24,0.01,-0.11,0.02,
1.358,-2.25,-0.32,-0.24,0.03,-0.23,-0.01,
1.359,-2.41,-0.37,-0.32,0.03,-0.23,-0.01,
1.359,-2.41,-0.37,-0.32,0.05,-0.34,-0.04,
1.359,-2.41,-0.37,-0.32,0.06,-0.44,-0.06,
1.36,-2.29,-0.42,-0.57,0.06,-0.44,-0.06,
1.36,-2.29,-0.42,-0.57,0.07,-0.53,-0.09,
1.36,-2.29,-0.42,-0.57,0.07,-0.60,-0.11,
1.361,-2.00,-0.47,-0.95,0.07,-0.60,-0.11,
1.361,-2.00,-0.47,-0.95,0.06,-0.67,-0.13,
1.361,-2.00,-0.47,-0.95,0.06,-0.73,-0.14,
1.362,-1.58,-0.46,-1.32,0.06,-0.73,-0.14,
1.362,-1.58,-0.46,-1.32,0.04,-0.78,-0.16,
1.362,-1.58,-0.46,-1.32,0.02,-0.81,-0.18,
1.363,-1.06,-0.42,-1.39,0.02,-0.81,-0.18,
1.363,-1.06,-0.42,-1.39,-0.00,-0.84,-0.19,
1.363,-1.06,-0.42,-1.39,-0.03,-0.85,-0.20,
1.365,-0.49,-0.40,-1.35,-0.03,-0.85,-0.20,
1.368,-0.49,-0.40,-1.35,-0.05,-0.85,-0.21,
1.368,-0.49,-0.40,-1.35,-0.07,-0.85,-0.21,
1.369,-0.05,-0.40,-1.33,-0.07,-0.85,-0.21,
1.37,-0.05,-0.40,-1.33,-0.10,-0.83,-0.22,
1.374,-0.05,-0.40,-1.33,-0.13,-0.81,-0.22,
1.375,-0.05,-0.40,-1.33,-0.15,-0.79,-0.22,
1.375,0.33,-0.43,-1.28,-0.15,-0.79,-0.22,
1.377,0.33,-0.43,-1.28,-0.17,-0.76,-0.22,
1.379,0.57,-0.46,-1.28,-0.17,-0.76,-0.22,
1.38,0.57,-0.46,-1.28,-0.20,-0.73,-0.21,
1.382,0.57,-0.46,-1.28,-0.22,-0.69,-0.20,
1.384,0.66,-0.53,-1.33,-0.22,-0.69,-0.20,
1.385,0.66,-0.53,-1.33,-0.24,-0.66,-0.19,
1.4,0.66,-0.53,-1.33,-0.26,-0.63,-0.18,
1.401,0.62,-0.60,-1.28,-0.26,-0.63,-0.18,
1.401,0.62,-0.60,-1.28,-0.28,-0.60,-0.16,
1.402,0.62,-0.60,-1.28,-0.29,-0.56,-0.13,
1.402,0.49,-0.71,-1.23,-0.29,-0.56,-0.13,
1.403,0.49,-0.71,-1.23,-0.30,-0.53,-0.11,
1.403,0.49,-0.71,-1.23,-0.31,-0.50,-0.09,
1.404,0.23,-0.78,-1.12,-0.31,-0.50,-0.09,
1.404,0.23,-0.78,-1.12,-0.32,-0.46,-0.05,
1.404,0.23,-0.78,-1.12,-0.32,-0.43,-0.02,
1.405,-0.08,-0.87,-0.91,-0.32,-0.43,-0.02,
1.405,-0.08,-0.87,-0.91,-0.33,-0.40,0.01,
1.408,-0.08,-0.87,-0.91,-0.33,-0.36,0.05,
1.412,-0.37,-0.98,-0.66,-0.33,-0.36,0.05,
1.413,-0.37,-0.98,-0.66,-0.33,-0.32,0.08,
1.414,-0.37,-0.98,-0.66,-0.32,-0.28,0.12,
1.415,-0.37,-0.98,-0.66,-0.31,-0.24,0.15,
1.415,-0.61,-1.04,-0.42,-0.31,-0.24,0.15,
1.417,-0.61,-1.04,-0.42,-0.30,-0.20,0.18,
1.419,-0.86,-1.05,-0.17,-0.30,-0.20,0.18,
1.419,-0.86,-1.05,-0.17,-0.30,-0.17,0.21,
1.422,-0.86,-1.05,-0.17,-0.29,-0.13,0.24,
1.425,-1.04,-1.02,0.00,-0.29,-0.13,0.24,
1.425,-1.04,-1.02,0.00,-0.27,-0.10,0.27,
1.428,-1.04,-1.02,0.00,-0.26,-0.06,0.29,
1.429,-1.04,-1.02,0.00,-0.25,-0.04,0.32,
1.429,-1.19,-1.03,0.01,-0.25,-0.04,0.32,
1.432,-1.19,-1.03,0.01,-0.24,-0.03,0.34,
1.435,-1.33,-1.01,-0.14,-0.24,-0.03,0.34,
